,ID,Gender,Age,Education,Occupation,State,Relationship.Status,Obligation,Obligation2,NEP,Vacation.Behaviour,rest and relax,luxury / be spoilt,do sports,"excitement, a challenge",not exceed planned budget,realise creativity,fun and entertainment,good company,health and beauty,free-and-easy-going,entertainment facilities,not care about prices,life style of the local people,intense experience of nature,cosiness/familiar atmosphere,maintain unspoilt surroundings,everything organised,unspoilt nature/natural landscape,cultural offers,change of surroundings,Income(k$),Expenditure
719,720,Female,57,7.0,retired,QLD,separated or divorced,4.466666667,Q4,3.666666667,3.818181818,yes,no,no,yes,yes,yes,no,yes,no,yes,no,no,yes,no,no,yes,no,yes,yes,yes,,
720,721,Female,60,4.0,home-duties,WA,married,4.766666667,Q4,3.666666667,2.8,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,
721,722,Male,73,6.0,retired,NSW,married,3.266666667,Q1,3.733333333,2.137931034,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,no,yes,,
722,723,Male,52,3.0,transport worker,QLD,separated or divorced,4.2,Q3,2.666666667,3.176470588,yes,no,no,yes,yes,no,yes,no,yes,no,no,no,yes,yes,no,yes,no,yes,yes,yes,,
723,724,Male,52,4.0,professional,QLD,married,1.233333333,Q1,2.933333333,3.1,yes,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,yes,,
724,725,Female,37,6.0,manager or administrator,ACT,single,4.633333333,Q4,3.8,3.304347826,yes,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,yes,,
725,726,Male,76,8.0,professional,NSW,married,3.933333333,Q3,2.6,3.666666667,yes,yes,no,no,no,no,no,no,no,yes,yes,no,yes,no,no,no,no,yes,yes,yes,,
726,727,Female,74,4.0,retired,VIC,married,3.433333333,Q2,3.933333333,3.555555556,yes,no,no,no,yes,no,no,yes,no,yes,no,no,yes,yes,no,yes,no,yes,yes,yes,,
727,728,Female,36,3.0,manager or administrator,NSW,married,4.266666667,Q4,3.666666667,3.555555556,yes,no,no,no,yes,no,no,yes,no,no,no,no,no,yes,no,yes,yes,no,no,yes,,
728,729,Female,62,8.0,professional,NSW,single,4.5,Q4,4.933333333,3.142857143,yes,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,,
729,730,Male,38,3.0,professional,QLD,separated or divorced,2.8,Q1,3.733333333,2.133333333,yes,yes,no,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,,
730,731,Female,44,4.0,professional,QLD,separated or divorced,2.733333333,Q1,3.2,2.518518519,yes,no,no,no,yes,no,yes,yes,no,yes,no,no,no,no,no,no,yes,no,no,yes,,
731,732,Male,43,6.0,professional,QLD,separated or divorced,3.9,Q3,3.8,2.545454545,yes,no,yes,no,no,no,no,yes,no,yes,no,yes,yes,no,no,yes,no,yes,no,yes,,
732,733,Male,40,3.0,tradesperson,QLD,married,2.266666667,Q1,4.133333333,1.75862069,yes,no,no,yes,no,no,yes,yes,no,yes,yes,yes,no,no,no,yes,no,yes,no,yes,,
733,734,Female,23,7.0,sales,VIC,single,3.933333333,Q3,4.2,3.090909091,yes,no,no,yes,yes,yes,yes,yes,no,yes,no,no,yes,no,no,no,no,no,yes,yes,,
734,735,Female,28,7.0,professional,VIC,single,4.266666667,Q4,2.8,3.857142857,yes,yes,yes,yes,yes,no,yes,no,yes,yes,yes,no,yes,yes,no,yes,no,yes,no,yes,,
735,736,Female,46,3.0,professional,QLD,married,2.033333333,Q1,3.8,1.933333333,yes,yes,no,yes,yes,yes,yes,no,no,yes,yes,yes,no,no,no,no,no,no,no,yes,,
736,737,Male,58,2.0,,QLD,married,3.666666667,Q2,4.2,3.083333333,yes,no,no,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,yes,,
737,738,Male,58,1.0,retired,VIC,living with a partner,3.733333333,Q2,4.266666667,2.379310345,yes,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,,
738,739,Female,41,1.0,home-duties,NSW,living with a partner,5.0,Q4,4.266666667,3.266666667,yes,no,yes,no,no,no,yes,yes,no,yes,yes,no,yes,yes,yes,yes,yes,no,no,yes,,
739,740,Male,72,7.0,retired,ACT,married,3.833333333,Q3,3.466666667,3.1,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,,
740,741,Male,75,3.0,retired,VIC,married,3.666666667,Q2,2.666666667,2.529411765,no,yes,no,no,yes,no,no,no,no,no,yes,yes,yes,no,no,yes,no,yes,yes,no,,
741,742,Female,55,3.0,professional,WA,married,4.533333333,Q4,4.066666667,4.117647059,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,,
742,743,Male,46,4.0,professional,VIC,married,4.066666667,Q3,3.733333333,2.466666667,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,yes,yes,no,,
743,744,Male,55,3.0,Clerical or service worker,VIC,married,3.8,Q2,4.066666667,2.233333333,yes,no,yes,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,,
744,745,Male,32,7.0,professional,NSW,married,3.433333333,Q2,2.933333333,2.1,yes,no,no,no,yes,no,yes,yes,no,yes,yes,no,yes,no,yes,no,no,no,no,yes,,
745,746,Male,31,6.0,transport worker,NT,married,3.6,Q2,3.066666667,3.333333333,yes,yes,yes,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,yes,no,no,yes,,
746,747,Male,19,3.0,,NSW,single,3.0,Q1,3.133333333,,yes,yes,yes,yes,no,no,yes,yes,no,yes,yes,yes,no,no,no,no,no,no,no,yes,,
747,748,Male,68,7.0,professional,VIC,married,4.5,Q4,3.666666667,3.620689655,no,yes,no,yes,no,no,no,yes,no,no,no,yes,yes,no,no,no,no,no,yes,yes,,
748,749,Female,66,8.0,retired,NSW,separated or divorced,4.266666667,Q4,3.933333333,2.947368421,yes,no,no,yes,no,yes,no,yes,no,yes,no,no,yes,no,no,no,no,yes,yes,yes,,
749,750,Female,25,7.0,manager or administrator,NSW,living with a partner,3.0,Q1,3.0,3.0,yes,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,,
750,751,Female,39,8.0,manager or administrator,VIC,living with a partner,4.533333333,Q4,4.266666667,4.7,yes,yes,yes,no,no,no,yes,yes,yes,yes,no,no,yes,no,no,yes,no,yes,yes,yes,,
751,752,Male,56,6.0,manager or administrator,QLD,separated or divorced,3.533333333,Q2,4.266666667,2.913043478,yes,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,,
752,753,Male,43,4.0,professional,NSW,married,3.166666667,Q1,3.2,2.466666667,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,
753,754,Female,56,2.0,retired,QLD,married,4.2,Q3,3.866666667,2.633333333,yes,no,no,no,yes,no,no,yes,no,no,yes,yes,no,no,no,no,no,no,no,yes,,
754,755,Male,67,8.0,professional,NSW,married,3.9,Q3,3.666666667,3.033333333,yes,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,yes,yes,,
755,756,Female,26,1.0,Clerical or service worker,VIC,living with a partner,3.766666667,Q2,3.333333333,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,
756,757,Female,53,1.0,,VIC,married,3.133333333,Q1,3.533333333,2.892857143,yes,no,no,no,yes,yes,no,no,no,yes,no,no,yes,yes,no,yes,no,no,no,no,,
757,758,Female,32,7.0,home-duties,NSW,married,4.033333333,Q3,2.866666667,2.6,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,
758,759,Male,54,3.0,professional,VIC,living with a partner,4.533333333,Q4,4.333333333,3.84,yes,no,no,no,yes,no,no,yes,no,no,no,no,yes,no,no,yes,no,no,no,yes,,
759,760,Male,40,6.0,tradesperson,VIC,married,4.066666667,Q3,4.133333333,3.363636364,no,no,no,no,no,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,yes,no,,
760,761,Female,24,7.0,,VIC,single,3.566666667,Q2,3.4,2.444444444,yes,yes,yes,yes,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,yes,yes,,
761,762,Female,39,7.0,professional,NSW,married,3.2,Q1,2.8,2.642857143,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,
762,763,Male,34,8.0,professional,NSW,married,2.5,Q1,2.466666667,2.0,yes,no,yes,yes,no,no,no,yes,no,yes,no,yes,yes,no,no,no,no,yes,no,no,,
763,764,Male,35,8.0,professional,WA,living with a partner,3.833333333,Q3,3.0,2.6,yes,no,no,no,yes,no,yes,no,no,yes,no,no,yes,no,yes,yes,no,no,yes,yes,,
764,765,Male,30,7.0,professional,NSW,married,4.333333333,Q4,3.266666667,1.666666667,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,no,,
765,766,Female,34,2.0,Clerical or service worker,VIC,married,2.933333333,Q1,3.133333333,2.433333333,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,
766,767,Female,56,3.0,small business owner,WA,married,4.133333333,Q3,3.533333333,3.8,yes,no,no,no,yes,yes,no,yes,no,no,no,no,yes,no,no,no,no,yes,no,yes,,
767,768,Female,22,2.0,unemployed,QLD,living with a partner,3.8,Q2,3.933333333,2.454545455,yes,no,no,no,yes,no,yes,yes,no,yes,yes,no,yes,no,no,no,no,no,no,yes,,
768,769,Male,54,3.0,manager or administrator,QLD,married,3.8,Q2,3.6,2.92,yes,no,no,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,,
769,770,Female,35,7.0,,QLD,,3.9,Q3,4.533333333,4.176470588,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,,
770,771,Female,72,8.0,professional,WA,widowed,4.633333333,Q4,4.466666667,4.5,yes,no,no,yes,yes,yes,no,yes,no,yes,no,no,yes,yes,no,yes,no,yes,no,yes,,
771,772,Male,32,1.0,manager or administrator,WA,married,3.933333333,Q3,3.533333333,3.142857143,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,no,yes,yes,no,yes,yes,no,yes,yes,yes,,
772,773,Female,41,3.0,home-duties,NSW,married,3.633333333,Q2,3.2,3.142857143,yes,no,no,no,yes,no,yes,no,no,no,yes,no,no,no,yes,no,no,yes,no,yes,,
773,774,Male,27,8.0,manager or administrator,WA,living with a partner,3.7,Q2,3.333333333,3.24137931,yes,yes,no,yes,no,no,yes,no,yes,no,no,yes,no,yes,yes,no,no,no,yes,yes,,
774,775,Male,26,7.0,professional,VIC,single,4.566666667,Q4,4.6,3.304347826,yes,yes,no,yes,yes,no,yes,no,no,no,yes,no,yes,no,no,yes,no,yes,no,no,,
775,776,Male,61,3.0,retired,VIC,married,3.766666667,Q2,3.8,3.375,yes,yes,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,,
776,777,Male,35,6.0,,Tas,single,2.3,Q1,4.133333333,3.9,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,
777,778,Male,37,7.0,manager or administrator,NSW,married,3.233333333,Q1,3.133333333,2.2,yes,no,no,no,yes,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,yes,,
778,779,Male,34,8.0,professional,VIC,married,3.066666667,Q1,3.266666667,2.533333333,yes,yes,no,no,no,no,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,yes,,
779,780,Male,53,2.0,tradesperson,VIC,separated or divorced,4.066666667,Q3,3.733333333,3.153846154,yes,no,no,no,yes,no,yes,yes,no,yes,yes,yes,no,no,no,no,no,no,no,yes,,
780,781,Female,34,2.0,small business owner,NSW,married,3.833333333,Q3,3.6,3.08,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,
781,782,Female,30,3.0,Clerical or service worker,QLD,married,3.6,Q2,3.6,2.862068966,yes,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,,
782,783,Male,45,4.0,manager or administrator,NSW,married,4.366666667,Q4,4.066666667,2.307692308,yes,yes,no,yes,yes,no,no,no,no,no,no,no,yes,no,no,yes,no,no,yes,yes,,
783,784,Female,36,3.0,home-duties,VIC,married,4.2,Q3,3.8,,yes,no,no,yes,yes,no,yes,no,no,yes,no,no,no,no,yes,no,no,yes,no,no,,
784,785,Female,31,7.0,professional,VIC,single,3.433333333,Q2,3.466666667,2.333333333,yes,no,no,no,no,no,yes,no,no,no,no,no,yes,yes,no,no,no,no,no,yes,,
785,786,Male,21,2.0,tradesperson,ACT,single,3.533333333,Q2,2.066666667,2.333333333,yes,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,,
786,787,Male,33,6.0,professional,NSW,single,4.266666667,Q4,4.266666667,3.884615385,yes,yes,no,yes,no,no,yes,yes,no,no,yes,no,no,no,no,no,yes,no,no,yes,,
787,788,Male,51,3.0,small business owner,NSW,married,3.366666667,Q1,4.0,2.913043478,yes,no,no,yes,no,no,no,no,no,yes,no,yes,yes,yes,no,yes,no,no,no,yes,,
788,789,Female,67,3.0,retired,VIC,married,3.0,Q1,4.266666667,3.909090909,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,,
789,790,Female,34,7.0,professional,WA,married,3.2,Q1,3.466666667,2.454545455,yes,no,no,yes,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,yes,yes,,
790,791,Male,55,1.0,Clerical or service worker,VIC,married,3.0,Q1,3.0,2.0,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,
791,792,Male,51,2.0,retired,QLD,separated or divorced,4.1,Q3,3.266666667,3.178571429,yes,no,no,yes,yes,no,yes,yes,yes,no,no,no,yes,no,no,no,no,no,yes,yes,,
792,793,Male,32,8.0,professional,VIC,single,3.6,Q2,3.333333333,2.733333333,yes,no,no,no,yes,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,yes,,
793,794,Female,36,7.0,,VIC,separated or divorced,3.433333333,Q2,3.466666667,2.655172414,yes,yes,no,no,yes,no,yes,no,yes,yes,no,no,yes,no,yes,no,no,no,yes,yes,,
794,795,Female,34,2.0,manager or administrator,NSW,living with a partner,4.433333333,Q4,3.866666667,2.85,yes,no,no,no,yes,no,yes,yes,no,yes,no,no,no,no,no,yes,no,no,no,yes,,
795,796,Male,55,8.0,professional,SA,separated or divorced,3.0,Q1,4.466666667,2.464285714,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,,
796,797,Female,43,6.0,,VIC,separated or divorced,3.4,Q2,3.866666667,2.9,yes,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,yes,,
797,798,Male,47,7.0,professional,NSW,married,4.633333333,Q4,4.2,3.866666667,yes,no,no,yes,yes,no,yes,yes,no,no,no,no,yes,yes,no,no,no,yes,yes,yes,,
798,799,Male,62,4.0,,Tas,married,3.066666667,Q1,3.2,2.625,yes,no,no,no,no,no,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no,,
799,800,Female,67,3.0,retired,QLD,separated or divorced,3.633333333,Q2,3.333333333,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,,
800,801,Male,47,3.0,sales,VIC,separated or divorced,4.733333333,Q4,4.6,2.52,yes,no,no,no,yes,no,yes,no,no,yes,no,no,yes,no,no,yes,no,yes,no,yes,,
801,802,Male,26,8.0,Clerical or service worker,QLD,single,3.4,Q2,3.266666667,2.5,yes,yes,yes,yes,yes,no,yes,yes,no,yes,no,no,yes,no,no,yes,no,yes,yes,no,,
802,803,Male,45,7.0,small business owner,QLD,single,3.9,Q3,3.266666667,3.233333333,yes,yes,no,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,,
803,804,Female,58,3.0,professional,NSW,separated or divorced,3.633333333,Q2,3.666666667,3.25,yes,no,no,no,no,no,no,yes,no,yes,no,yes,yes,no,no,no,no,no,yes,yes,,
804,805,Male,74,3.0,small business owner,VIC,married,3.433333333,Q2,3.733333333,3.066666667,yes,no,no,yes,yes,no,no,no,no,yes,no,yes,no,yes,no,yes,no,yes,yes,yes,,
805,806,Male,60,2.0,retired,VIC,living with a partner,3.8,Q2,3.8,2.913043478,yes,no,no,no,yes,no,yes,yes,yes,yes,yes,no,yes,no,no,no,no,no,no,yes,,
806,807,Male,70,8.0,professional,VIC,married,3.966666667,Q3,4.866666667,2.633333333,yes,no,yes,yes,yes,no,no,no,no,yes,no,no,yes,yes,no,no,no,no,yes,no,,
807,808,Male,60,2.0,manager or administrator,NSW,married,4.4,Q4,4.0,3.357142857,no,yes,no,no,no,no,yes,yes,no,no,no,no,yes,no,no,no,no,yes,yes,yes,,
808,809,Male,45,8.0,small business owner,QLD,married,4.133333333,Q3,4.4,4.052631579,yes,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,yes,no,yes,no,yes,,
809,810,Male,59,1.0,professional,WA,living with a partner,3.9,Q3,4.4,2.291666667,yes,no,no,no,yes,no,no,yes,no,yes,no,no,yes,no,no,no,no,yes,no,no,,
810,811,Male,59,2.0,manager or administrator,NSW,married,3.466666667,Q2,4.066666667,2.7,yes,no,no,no,yes,no,yes,yes,no,no,no,yes,no,no,no,no,yes,no,no,yes,,
811,812,Female,43,1.0,home-duties,VIC,married,3.466666667,Q2,3.333333333,3.75,yes,yes,no,no,yes,no,yes,yes,no,yes,no,no,yes,yes,yes,no,no,no,yes,yes,,
812,813,Female,68,2.0,retired,VIC,living with a partner,5.0,Q4,3.6,4.766666667,yes,yes,yes,no,yes,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,yes,yes,,
813,814,Male,56,8.0,retired,VIC,separated or divorced,3.333333333,Q1,3.333333333,3.375,yes,no,no,no,no,no,no,yes,no,no,no,yes,no,yes,no,no,no,no,no,yes,,
814,815,Female,38,3.0,home-duties,NSW,married,3.6,Q2,3.4,2.166666667,yes,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,,
815,816,Male,57,4.0,manager or administrator,VIC,married,3.233333333,Q1,2.866666667,3.666666667,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,,
816,817,Female,36,7.0,manager or administrator,ACT,married,2.566666667,Q1,3.4,2.227272727,yes,yes,no,yes,no,no,yes,yes,no,yes,no,yes,yes,yes,no,no,no,yes,yes,yes,,
817,818,Female,63,6.0,retired,NSW,married,4.3,Q4,2.933333333,3.692307692,yes,no,no,no,no,no,no,yes,yes,yes,no,no,no,yes,yes,yes,no,no,no,yes,,
818,819,Female,30,8.0,manager or administrator,QLD,living with a partner,3.633333333,Q2,2.933333333,2.842105263,yes,no,no,yes,no,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,yes,yes,,
819,820,Male,68,7.0,manager or administrator,SA,married,4.066666667,Q3,3.266666667,2.2,yes,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,yes,,
820,821,Female,52,7.0,professional,NSW,single,4.466666667,Q4,3.466666667,3.95,yes,no,yes,yes,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,yes,,
821,822,Female,56,6.0,professional,NSW,separated or divorced,4.9,Q4,4.266666667,3.884615385,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,,
822,823,Female,21,3.0,,NSW,living with a partner,3.333333333,Q1,3.933333333,2.36,yes,yes,no,no,yes,no,yes,no,no,yes,yes,no,yes,no,yes,no,no,yes,no,yes,,
823,824,Female,67,3.0,,QLD,married,3.366666667,Q1,3.333333333,2.137931034,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,no,yes,no,yes,no,yes,,
824,825,Female,19,1.0,unemployed,QLD,living with a partner,3.0,Q1,3.066666667,2.714285714,yes,no,no,no,no,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,,
825,826,Male,31,7.0,sales,NSW,married,2.9,Q1,1.933333333,2.571428571,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,,
826,827,Female,45,6.0,home-duties,VIC,separated or divorced,4.533333333,Q4,4.133333333,3.409090909,no,no,no,yes,no,no,yes,yes,no,no,no,no,yes,yes,no,no,no,no,yes,yes,,
827,828,Female,23,3.0,home-duties,NSW,living with a partner,4.366666667,Q4,3.2,3.619047619,yes,no,no,yes,yes,no,yes,yes,no,yes,no,no,yes,no,no,yes,no,yes,no,yes,,
828,829,Male,60,8.0,small business owner,NSW,married,4.166666667,Q3,3.933333333,3.08,yes,no,no,yes,yes,no,no,yes,no,no,no,no,yes,no,no,yes,no,yes,yes,yes,,
829,830,Male,62,2.0,small business owner,WA,married,3.8,Q2,3.466666667,3.3,yes,no,no,no,yes,no,no,yes,no,yes,no,no,no,no,no,no,yes,no,no,yes,,
830,831,Male,19,3.0,sales,VIC,single,3.666666667,Q2,3.2,3.259259259,yes,no,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,,
831,832,Female,56,3.0,manager or administrator,NSW,separated or divorced,4.466666667,Q4,4.333333333,3.956521739,yes,yes,no,no,yes,no,no,no,yes,yes,no,no,no,yes,yes,no,yes,yes,no,yes,,
832,833,Male,54,3.0,transport worker,NSW,married,4.566666667,Q4,4.4,4.076923077,yes,no,no,no,yes,no,no,yes,no,yes,no,no,yes,no,yes,yes,yes,no,no,yes,,
833,834,Male,20,3.0,,NSW,single,4.033333333,Q3,3.066666667,4.3,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,yes,,
834,835,Male,41,8.0,professional,SA,married,3.433333333,Q2,3.066666667,2.44,yes,no,no,no,yes,no,no,no,yes,no,no,no,yes,no,no,no,no,no,yes,yes,,
835,836,Female,35,1.0,,QLD,married,4.333333333,Q4,3.933333333,3.25,yes,no,no,no,yes,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,yes,,
836,837,Female,57,6.0,manager or administrator,NSW,married,3.833333333,Q3,3.333333333,2.653846154,yes,no,no,no,no,no,yes,no,no,yes,no,no,yes,no,no,yes,no,no,no,yes,,
837,838,Female,32,8.0,professional,VIC,single,4.2,Q3,4.333333333,3.416666667,yes,no,no,yes,yes,no,yes,no,yes,no,no,no,yes,no,no,yes,no,no,yes,yes,,
838,839,Female,65,8.0,professional,NSW,separated or divorced,3.466666667,Q2,4.266666667,3.3,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,yes,,
839,840,Female,39,6.0,Clerical or service worker,QLD,single,4.366666667,Q4,3.866666667,3.444444444,yes,no,no,yes,yes,no,yes,no,no,yes,no,no,yes,no,yes,no,no,no,yes,yes,,
840,841,Male,63,3.0,transport worker,QLD,married,3.0,Q1,3.6,3.0,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,,
841,842,Male,64,8.0,manager or administrator,VIC,widowed,3.933333333,Q3,4.733333333,3.75,yes,no,no,no,yes,no,no,yes,no,yes,yes,no,yes,no,yes,yes,no,no,no,yes,,
842,843,Female,63,1.0,sales,QLD,married,3.6,Q2,3.333333333,2.458333333,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,,
843,844,Male,36,3.0,manager or administrator,ACT,living with a partner,3.4,Q2,4.133333333,2.88,yes,yes,no,yes,no,no,yes,no,no,no,no,yes,yes,no,no,no,no,no,yes,no,,
844,845,Female,42,6.0,,QLD,married,3.2,Q1,4.4,2.433333333,yes,no,no,yes,yes,no,no,yes,no,yes,no,no,yes,no,no,yes,no,no,no,yes,,
845,846,Male,41,3.0,small business owner,NSW,single,3.0,Q1,2.6,2.952380952,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,,
846,847,Female,61,6.0,retired,NSW,separated or divorced,2.633333333,Q1,3.133333333,,yes,yes,no,yes,yes,no,yes,yes,no,yes,no,no,yes,yes,no,no,yes,no,no,yes,,
847,848,Male,31,6.0,sales,NSW,single,4.033333333,Q3,3.733333333,3.433333333,no,no,no,no,no,no,yes,yes,no,yes,yes,no,yes,no,no,no,no,no,no,no,,
848,849,Male,45,7.0,professional,NSW,single,3.733333333,Q2,3.066666667,2.2,yes,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,no,no,yes,yes,no,no,yes,yes,,
849,850,Male,38,4.0,sales,NSW,married,2.166666667,Q1,2.533333333,2.172413793,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,,
850,851,Male,25,7.0,small business owner,VIC,single,3.6,Q2,3.333333333,3.4,yes,no,no,no,no,no,yes,no,no,no,no,no,yes,yes,no,no,no,no,no,yes,,
851,852,Female,26,2.0,sales,VIC,single,4.566666667,Q4,3.933333333,3.222222222,yes,no,no,yes,yes,no,yes,no,yes,no,no,no,no,no,no,no,yes,yes,yes,yes,,
852,853,Male,22,3.0,manager or administrator,VIC,single,3.166666667,Q1,3.066666667,2.8,yes,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,yes,,
853,854,Female,67,1.0,retired,VIC,married,3.733333333,Q2,3.6,3.666666667,yes,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,,
854,855,Male,43,6.0,,NSW,separated or divorced,3.0,Q1,3.266666667,2.611111111,yes,yes,no,no,no,no,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,,
855,856,Female,56,4.0,professional,NSW,married,3.933333333,Q3,4.333333333,2.62962963,yes,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,,
856,857,Female,31,4.0,sales,NSW,single,3.533333333,Q2,3.733333333,2.277777778,yes,no,no,yes,no,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,yes,yes,,
857,858,Male,50,6.0,manager or administrator,VIC,married,2.133333333,Q1,2.8,2.2,yes,yes,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,yes,no,no,yes,,
858,859,Male,20,7.0,unemployed,VIC,single,4.0,Q3,3.666666667,,yes,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,,
859,860,Female,55,3.0,sales,VIC,widowed,4.633333333,Q4,3.2,3.571428571,yes,yes,no,no,yes,no,yes,yes,yes,yes,yes,no,yes,yes,no,yes,no,yes,yes,yes,,
860,861,Female,25,8.0,professional,NSW,married,4.433333333,Q4,4.333333333,3.454545455,yes,no,no,no,no,no,yes,no,no,yes,no,yes,yes,no,no,yes,no,yes,yes,yes,,
861,862,Male,52,8.0,professional,NSW,married,3.2,Q1,3.066666667,2.481481481,yes,no,no,no,no,no,no,yes,no,yes,no,yes,yes,no,yes,no,no,yes,yes,yes,,
862,863,Female,41,3.0,small business owner,NSW,separated or divorced,3.166666667,Q1,3.0,4.0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,,
863,864,Female,63,7.0,retired,QLD,living with a partner,4.566666667,Q4,4.733333333,3.428571429,yes,no,no,yes,yes,no,no,yes,no,no,no,no,yes,no,no,yes,no,yes,no,no,,
864,865,Female,63,6.0,sales,NSW,separated or divorced,3.8,Q2,4.266666667,3.888888889,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,,
865,866,Female,61,1.0,sales,ACT,married,3.9,Q3,4.066666667,3.35,yes,no,no,no,no,no,no,yes,no,yes,no,no,yes,no,no,no,no,no,yes,no,,
866,867,Female,37,4.0,manager or administrator,QLD,married,2.933333333,Q1,3.0,2.24,no,no,no,yes,yes,no,yes,no,no,no,no,no,yes,no,no,no,yes,no,yes,yes,,
