Gender,Age,Education,Income,Income2,Occupation,State,Relationship.Status,Obligation,Obligation2,NEP,Vacation.Behaviour,rest and relax,luxury / be spoilt,do sports,"excitement, a challenge",not exceed planned budget,realise creativity,fun and entertainment,good company,health and beauty,free-and-easy-going,entertainment facilities,not care about prices,life style of the local people,intense experience of nature,cosiness/familiar atmosphere,maintain unspoilt surroundings,everything organised,unspoilt nature/natural landscape,cultural offers,change of surroundings
Female,39,6,NA,NA,manager or administrator,QLD,married,4.133333333,Q3,3.666666667,3.285714286,yes,no,yes,no,yes,no,yes,yes,no,yes,no,no,yes,no,yes,yes,no,yes,no,no
Male,41,6,"$60,001 to $90,000",60-90k,professional,NSW,separated or divorced,4.1,Q3,3.2,2.3,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,no,yes
Male,35,3,"$30,001 to $60,000",30-60k,tradesperson,QLD,single,2.7,Q1,4,2.137931034,yes,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,yes
Female,65,4,"$60,001 to $90,000",60-90k,professional,SA,married,3.9,Q3,3.6,3.7,yes,no,no,no,no,no,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,yes
Male,22,7,NA,NA,professional,ACT,living with a partner,3.533333333,Q2,4,3,yes,no,no,yes,yes,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,yes
Male,65,3,"$30,001 to $60,000",30-60k,professional,SA,married,3.366666667,Q1,3.133333333,1.965517241,yes,yes,no,no,no,no,no,yes,no,no,no,no,yes,no,yes,no,no,no,yes,yes
Male,32,8,"$30,001 to $60,000",30-60k,professional,SA,married,3.333333333,Q1,4.4,2.722222222,yes,no,no,no,no,no,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,no
Male,33,1,"$30,001 to $60,000",30-60k,unemployed,SA,living with a partner,3.966666667,Q3,3.666666667,3.2,yes,no,no,yes,yes,yes,no,yes,no,yes,no,no,yes,no,no,yes,no,no,no,yes
Male,58,1,"$30,001 to $60,000",30-60k,small business owner,VIC,married,3.066666667,Q1,4.266666667,3.115384615,yes,no,no,no,yes,no,no,yes,no,yes,no,no,yes,no,yes,yes,no,no,yes,yes
Male,57,1,"$60,001 to $90,000",60-90k,retired,VIC,married,4.2,Q3,2.133333333,3,yes,no,no,no,yes,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,yes
Male,71,1,"Less than $30,000",<30k,sales,VIC,married,2.033333333,Q1,1.733333333,1.8,yes,no,no,yes,yes,no,no,yes,no,no,yes,no,yes,no,no,yes,yes,no,no,yes
Male,70,8,"$90,001 to $120,000",90-120k,retired,NSW,married,3.966666667,Q3,3.6,2.944444444,yes,yes,no,no,no,no,no,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no,yes
Male,59,7,"$60,001 to $90,000",60-90k,unemployed,VIC,separated or divorced,1.733333333,Q1,2.533333333,1.766666667,yes,no,no,yes,no,no,no,no,no,yes,no,yes,yes,no,no,no,no,no,yes,yes
Female,43,2,"$30,001 to $60,000",30-60k,home-duties,VIC,married,3.366666667,Q1,3.866666667,2.95,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no
Female,47,6,"Less than $30,000",<30k,Clerical or service worker,NSW,married,3.733333333,Q2,4.2,3.033333333,yes,yes,no,no,yes,no,yes,yes,no,yes,yes,no,yes,no,yes,yes,no,yes,yes,no
Female,32,3,"$60,001 to $90,000",60-90k,Clerical or service worker,VIC,living with a partner,4.133333333,Q3,3.866666667,2.666666667,yes,no,no,no,yes,no,yes,yes,yes,yes,yes,no,no,yes,yes,no,no,no,no,yes
Male,58,1,NA,NA,transport worker,QLD,single,3.6,Q2,2.533333333,3.166666667,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Female,30,6,"$60,001 to $90,000",60-90k,Clerical or service worker,VIC,living with a partner,2.3,Q1,2.866666667,1.966666667,yes,no,no,no,yes,no,yes,no,no,no,yes,no,no,no,no,no,no,yes,no,yes
Female,53,1,"$60,001 to $90,000",60-90k,sales,VIC,married,3.233333333,Q1,3.4,2.043478261,yes,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes
Female,51,8,"$90,001 to $120,000",90-120k,professional,NSW,living with a partner,4.7,Q4,4.2,4.166666667,yes,no,no,no,yes,no,no,yes,no,no,no,no,yes,no,no,yes,no,yes,no,yes
Female,48,3,"$90,001 to $120,000",90-120k,manager or administrator,VIC,single,4.033333333,Q3,4.4,2.666666667,yes,yes,no,no,yes,no,yes,yes,yes,yes,no,no,yes,no,no,no,yes,yes,no,yes
Female,69,8,"$30,001 to $60,000",30-60k,retired,QLD,married,3.733333333,Q2,3.066666667,3.65,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,yes
Female,61,6,"Less than $30,000",<30k,retired,ACT,married,4.3,Q4,4.066666667,3.633333333,yes,no,no,no,no,no,yes,yes,no,yes,no,no,yes,yes,no,yes,no,yes,no,no
Female,26,6,"$30,001 to $60,000",30-60k,manager or administrator,QLD,married,2.933333333,Q1,3.666666667,2.4,yes,no,no,yes,yes,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,yes
Male,21,6,"$60,001 to $90,000",60-90k,Clerical or service worker,NSW,single,4.5,Q4,3.8,4.458333333,yes,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
Male,43,6,"$60,001 to $90,000",60-90k,Clerical or service worker,WA,living with a partner,4.3,Q4,3.066666667,2.766666667,yes,yes,yes,yes,yes,no,no,yes,no,yes,yes,no,yes,no,no,yes,no,yes,no,yes
Male,61,3,"Less than $30,000",<30k,retired,QLD,single,2.566666667,Q1,2.533333333,1.666666667,yes,no,no,yes,yes,no,yes,no,no,yes,no,no,yes,no,no,yes,no,no,no,yes
Female,31,4,"$120,001 to $150,000",>120k,manager or administrator,NSW,married,4.466666667,Q4,3.8,4.176470588,yes,yes,no,yes,no,no,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes
Female,27,1,"$30,001 to $60,000",30-60k,small business owner,QLD,married,4.433333333,Q4,4.4,3.315789474,yes,yes,no,no,yes,no,yes,no,no,yes,no,no,yes,no,yes,no,no,yes,no,yes
Female,32,6,NA,NA,manager or administrator,VIC,married,3.4,Q2,3.333333333,2.333333333,yes,no,no,no,yes,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,yes
Male,31,1,"$30,001 to $60,000",30-60k,professional,NSW,married,3.9,Q3,3.066666667,3,yes,no,no,no,yes,no,yes,yes,yes,no,no,no,no,no,yes,no,no,no,no,yes
Male,26,7,"$30,001 to $60,000",30-60k,manager or administrator,VIC,living with a partner,3.833333333,Q3,3.466666667,3.066666667,yes,no,yes,yes,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,no,no,no,yes,yes
Female,33,4,"$60,001 to $90,000",60-90k,Clerical or service worker,NSW,living with a partner,4.2,Q3,3.6,2.724137931,yes,no,no,no,yes,no,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,yes
Male,36,8,"$210,001 to $240,000",>120k,manager or administrator,NSW,single,3,Q1,3.133333333,2.448275862,yes,no,no,no,no,no,yes,yes,no,yes,no,yes,yes,no,yes,no,no,no,yes,yes
Male,40,3,"$90,001 to $120,000",90-120k,professional,NSW,married,2.733333333,Q1,2.2,2.321428571,yes,no,yes,no,yes,no,yes,no,no,yes,no,no,no,no,yes,no,no,no,no,no
Male,22,3,"$60,001 to $90,000",60-90k,Clerical or service worker,WA,single,2.833333333,Q1,2.933333333,2.066666667,yes,no,no,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,yes
Male,48,3,"Less than $30,000",<30k,retired,QLD,living with a partner,4.233333333,Q4,4,3.066666667,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Female,30,7,"$30,001 to $60,000",30-60k,home-duties,WA,living with a partner,3.8,Q2,4.2,3.526315789,yes,yes,no,no,yes,no,no,no,no,yes,yes,no,yes,yes,no,no,yes,yes,no,yes
Male,47,1,"Less than $30,000",<30k,NA,VIC,separated or divorced,3.933333333,Q3,3.733333333,3.5,no,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes
Male,36,6,"$30,001 to $60,000",30-60k,manager or administrator,VIC,single,3.133333333,Q1,3.6,2.518518519,yes,yes,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no
Female,56,6,"$60,001 to $90,000",60-90k,Clerical or service worker,QLD,married,3.6,Q2,4.4,3.041666667,yes,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,yes,no,yes,no,no
Female,57,7,"$30,001 to $60,000",30-60k,retired,QLD,separated or divorced,4.466666667,Q4,3.666666667,3.818181818,yes,no,no,yes,yes,yes,no,yes,no,yes,no,no,yes,no,no,yes,no,yes,yes,yes
Female,60,4,"Less than $30,000",<30k,home-duties,WA,married,4.766666667,Q4,3.666666667,2.8,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Male,73,6,NA,NA,retired,NSW,married,3.266666667,Q1,3.733333333,2.137931034,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,no,yes
Male,52,3,"Less than $30,000",<30k,transport worker,QLD,separated or divorced,4.2,Q3,2.666666667,3.176470588,yes,no,no,yes,yes,no,yes,no,yes,no,no,no,yes,yes,no,yes,no,yes,yes,yes
Male,52,4,"$90,001 to $120,000",90-120k,professional,QLD,married,1.233333333,Q1,2.933333333,3.1,yes,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,yes
Female,37,6,"$30,001 to $60,000",30-60k,manager or administrator,ACT,single,4.633333333,Q4,3.8,3.304347826,yes,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,yes
Male,76,8,"$60,001 to $90,000",60-90k,professional,NSW,married,3.933333333,Q3,2.6,3.666666667,yes,yes,no,no,no,no,no,no,no,yes,yes,no,yes,no,no,no,no,yes,yes,yes
Female,74,4,"$30,001 to $60,000",30-60k,retired,VIC,married,3.433333333,Q2,3.933333333,3.555555556,yes,no,no,no,yes,no,no,yes,no,yes,no,no,yes,yes,no,yes,no,yes,yes,yes
Female,36,3,"$90,001 to $120,000",90-120k,manager or administrator,NSW,married,4.266666667,Q4,3.666666667,3.555555556,yes,no,no,no,yes,no,no,yes,no,no,no,no,no,yes,no,yes,yes,no,no,yes
Female,62,8,"Less than $30,000",<30k,professional,NSW,single,4.5,Q4,4.933333333,3.142857143,yes,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes
Male,38,3,"$60,001 to $90,000",60-90k,professional,QLD,separated or divorced,2.8,Q1,3.733333333,2.133333333,yes,yes,no,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no
Female,44,4,"$30,001 to $60,000",30-60k,professional,QLD,separated or divorced,2.733333333,Q1,3.2,2.518518519,yes,no,no,no,yes,no,yes,yes,no,yes,no,no,no,no,no,no,yes,no,no,yes
Male,43,6,"$90,001 to $120,000",90-120k,professional,QLD,separated or divorced,3.9,Q3,3.8,2.545454545,yes,no,yes,no,no,no,no,yes,no,yes,no,yes,yes,no,no,yes,no,yes,no,yes
Male,40,3,"$60,001 to $90,000",60-90k,tradesperson,QLD,married,2.266666667,Q1,4.133333333,1.75862069,yes,no,no,yes,no,no,yes,yes,no,yes,yes,yes,no,no,no,yes,no,yes,no,yes
Female,23,7,"$120,001 to $150,000",>120k,sales,VIC,single,3.933333333,Q3,4.2,3.090909091,yes,no,no,yes,yes,yes,yes,yes,no,yes,no,no,yes,no,no,no,no,no,yes,yes
Female,28,7,"$30,001 to $60,000",30-60k,professional,VIC,single,4.266666667,Q4,2.8,3.857142857,yes,yes,yes,yes,yes,no,yes,no,yes,yes,yes,no,yes,yes,no,yes,no,yes,no,yes
Female,46,3,"$90,001 to $120,000",90-120k,professional,QLD,married,2.033333333,Q1,3.8,1.933333333,yes,yes,no,yes,yes,yes,yes,no,no,yes,yes,yes,no,no,no,no,no,no,no,yes
Male,58,2,NA,NA,NA,QLD,married,3.666666667,Q2,4.2,3.083333333,yes,no,no,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,yes
Male,58,1,"Less than $30,000",<30k,retired,VIC,living with a partner,3.733333333,Q2,4.266666667,2.379310345,yes,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes
Female,41,1,"Less than $30,000",<30k,home-duties,NSW,living with a partner,5,Q4,4.266666667,3.266666667,yes,no,yes,no,no,no,yes,yes,no,yes,yes,no,yes,yes,yes,yes,yes,no,no,yes
Male,72,7,"$30,001 to $60,000",30-60k,retired,ACT,married,3.833333333,Q3,3.466666667,3.1,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes
Male,75,3,"Less than $30,000",<30k,retired,VIC,married,3.666666667,Q2,2.666666667,2.529411765,no,yes,no,no,yes,no,no,no,no,no,yes,yes,yes,no,no,yes,no,yes,yes,no
Female,55,3,"$30,001 to $60,000",30-60k,professional,WA,married,4.533333333,Q4,4.066666667,4.117647059,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no
Male,46,4,"$90,001 to $120,000",90-120k,professional,VIC,married,4.066666667,Q3,3.733333333,2.466666667,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,yes,yes,no
Male,55,3,"$90,001 to $120,000",90-120k,Clerical or service worker,VIC,married,3.8,Q2,4.066666667,2.233333333,yes,no,yes,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no
Male,32,7,"$60,001 to $90,000",60-90k,professional,NSW,married,3.433333333,Q2,2.933333333,2.1,yes,no,no,no,yes,no,yes,yes,no,yes,yes,no,yes,no,yes,no,no,no,no,yes
Male,31,6,"$120,001 to $150,000",>120k,transport worker,NT,married,3.6,Q2,3.066666667,3.333333333,yes,yes,yes,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,yes,no,no,yes
Male,19,3,NA,NA,NA,NSW,single,3,Q1,3.133333333,NA,yes,yes,yes,yes,no,no,yes,yes,no,yes,yes,yes,no,no,no,no,no,no,no,yes
Male,68,7,"$210,001 to $240,000",>120k,professional,VIC,married,4.5,Q4,3.666666667,3.620689655,no,yes,no,yes,no,no,no,yes,no,no,no,yes,yes,no,no,no,no,no,yes,yes
Female,66,8,"$30,001 to $60,000",30-60k,retired,NSW,separated or divorced,4.266666667,Q4,3.933333333,2.947368421,yes,no,no,yes,no,yes,no,yes,no,yes,no,no,yes,no,no,no,no,yes,yes,yes
Female,25,7,"$90,001 to $120,000",90-120k,manager or administrator,NSW,living with a partner,3,Q1,3,3,yes,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no
Female,39,8,"$120,001 to $150,000",>120k,manager or administrator,VIC,living with a partner,4.533333333,Q4,4.266666667,4.7,yes,yes,yes,no,no,no,yes,yes,yes,yes,no,no,yes,no,no,yes,no,yes,yes,yes
Male,56,6,"$60,001 to $90,000",60-90k,manager or administrator,QLD,separated or divorced,3.533333333,Q2,4.266666667,2.913043478,yes,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no
Male,43,4,"$60,001 to $90,000",60-90k,professional,NSW,married,3.166666667,Q1,3.2,2.466666667,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Female,56,2,"Less than $30,000",<30k,retired,QLD,married,4.2,Q3,3.866666667,2.633333333,yes,no,no,no,yes,no,no,yes,no,no,yes,yes,no,no,no,no,no,no,no,yes
Male,67,8,"$120,001 to $150,000",>120k,professional,NSW,married,3.9,Q3,3.666666667,3.033333333,yes,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,yes,yes
Female,26,1,"$30,001 to $60,000",30-60k,Clerical or service worker,VIC,living with a partner,3.766666667,Q2,3.333333333,NA,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Female,53,1,"Less than $30,000",<30k,NA,VIC,married,3.133333333,Q1,3.533333333,2.892857143,yes,no,no,no,yes,yes,no,no,no,yes,no,no,yes,yes,no,yes,no,no,no,no
Female,32,7,"$60,001 to $90,000",60-90k,home-duties,NSW,married,4.033333333,Q3,2.866666667,2.6,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Male,54,3,"$60,001 to $90,000",60-90k,professional,VIC,living with a partner,4.533333333,Q4,4.333333333,3.84,yes,no,no,no,yes,no,no,yes,no,no,no,no,yes,no,no,yes,no,no,no,yes
Male,40,6,"$120,001 to $150,000",>120k,tradesperson,VIC,married,4.066666667,Q3,4.133333333,3.363636364,no,no,no,no,no,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,yes,no
Female,24,7,"$60,001 to $90,000",60-90k,NA,VIC,single,3.566666667,Q2,3.4,2.444444444,yes,yes,yes,yes,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,yes,yes
Female,39,7,"$90,001 to $120,000",90-120k,professional,NSW,married,3.2,Q1,2.8,2.642857143,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Male,34,8,"$90,001 to $120,000",90-120k,professional,NSW,married,2.5,Q1,2.466666667,2,yes,no,yes,yes,no,no,no,yes,no,yes,no,yes,yes,no,no,no,no,yes,no,no
Male,35,8,"$60,001 to $90,000",60-90k,professional,WA,living with a partner,3.833333333,Q3,3,2.6,yes,no,no,no,yes,no,yes,no,no,yes,no,no,yes,no,yes,yes,no,no,yes,yes
Male,30,7,"$120,001 to $150,000",>120k,professional,NSW,married,4.333333333,Q4,3.266666667,1.666666667,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,no
Female,34,2,"$60,001 to $90,000",60-90k,Clerical or service worker,VIC,married,2.933333333,Q1,3.133333333,2.433333333,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Female,56,3,"Less than $30,000",<30k,small business owner,WA,married,4.133333333,Q3,3.533333333,3.8,yes,no,no,no,yes,yes,no,yes,no,no,no,no,yes,no,no,no,no,yes,no,yes
Female,22,2,"Less than $30,000",<30k,unemployed,QLD,living with a partner,3.8,Q2,3.933333333,2.454545455,yes,no,no,no,yes,no,yes,yes,no,yes,yes,no,yes,no,no,no,no,no,no,yes
Male,54,3,"$60,001 to $90,000",60-90k,manager or administrator,QLD,married,3.8,Q2,3.6,2.92,yes,no,no,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no
Female,35,7,NA,NA,NA,QLD,NA,3.9,Q3,4.533333333,4.176470588,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes
Female,72,8,"$30,001 to $60,000",30-60k,professional,WA,widowed,4.633333333,Q4,4.466666667,4.5,yes,no,no,yes,yes,yes,no,yes,no,yes,no,no,yes,yes,no,yes,no,yes,no,yes
Male,32,1,"$60,001 to $90,000",60-90k,manager or administrator,WA,married,3.933333333,Q3,3.533333333,3.142857143,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,no,yes,yes,no,yes,yes,no,yes,yes,yes
Female,41,3,"$60,001 to $90,000",60-90k,home-duties,NSW,married,3.633333333,Q2,3.2,3.142857143,yes,no,no,no,yes,no,yes,no,no,no,yes,no,no,no,yes,no,no,yes,no,yes
Male,27,8,"$90,001 to $120,000",90-120k,manager or administrator,WA,living with a partner,3.7,Q2,3.333333333,3.24137931,yes,yes,no,yes,no,no,yes,no,yes,no,no,yes,no,yes,yes,no,no,no,yes,yes
Male,26,7,"$90,001 to $120,000",90-120k,professional,VIC,single,4.566666667,Q4,4.6,3.304347826,yes,yes,no,yes,yes,no,yes,no,no,no,yes,no,yes,no,no,yes,no,yes,no,no
Male,61,3,"$90,001 to $120,000",90-120k,retired,VIC,married,3.766666667,Q2,3.8,3.375,yes,yes,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no
Male,35,6,NA,NA,NA,Tas,single,2.3,Q1,4.133333333,3.9,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Male,37,7,"$150,001 to $180,000",>120k,manager or administrator,NSW,married,3.233333333,Q1,3.133333333,2.2,yes,no,no,no,yes,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,yes
Male,34,8,"$90,001 to $120,000",90-120k,professional,VIC,married,3.066666667,Q1,3.266666667,2.533333333,yes,yes,no,no,no,no,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,yes
Male,53,2,"$30,001 to $60,000",30-60k,tradesperson,VIC,separated or divorced,4.066666667,Q3,3.733333333,3.153846154,yes,no,no,no,yes,no,yes,yes,no,yes,yes,yes,no,no,no,no,no,no,no,yes
Female,34,2,"$120,001 to $150,000",>120k,small business owner,NSW,married,3.833333333,Q3,3.6,3.08,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Female,30,3,"$60,001 to $90,000",60-90k,Clerical or service worker,QLD,married,3.6,Q2,3.6,2.862068966,yes,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no
Male,45,4,"$60,001 to $90,000",60-90k,manager or administrator,NSW,married,4.366666667,Q4,4.066666667,2.307692308,yes,yes,no,yes,yes,no,no,no,no,no,no,no,yes,no,no,yes,no,no,yes,yes
Female,36,3,"$30,001 to $60,000",30-60k,home-duties,VIC,married,4.2,Q3,3.8,NA,yes,no,no,yes,yes,no,yes,no,no,yes,no,no,no,no,yes,no,no,yes,no,no
Female,31,7,"$30,001 to $60,000",30-60k,professional,VIC,single,3.433333333,Q2,3.466666667,2.333333333,yes,no,no,no,no,no,yes,no,no,no,no,no,yes,yes,no,no,no,no,no,yes
Male,21,2,"$90,001 to $120,000",90-120k,tradesperson,ACT,single,3.533333333,Q2,2.066666667,2.333333333,yes,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no
Male,33,6,"$60,001 to $90,000",60-90k,professional,NSW,single,4.266666667,Q4,4.266666667,3.884615385,yes,yes,no,yes,no,no,yes,yes,no,no,yes,no,no,no,no,no,yes,no,no,yes
Male,51,3,"more than $240,001",>120k,small business owner,NSW,married,3.366666667,Q1,4,2.913043478,yes,no,no,yes,no,no,no,no,no,yes,no,yes,yes,yes,no,yes,no,no,no,yes
Female,67,3,"Less than $30,000",<30k,retired,VIC,married,3,Q1,4.266666667,3.909090909,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no
Female,34,7,"more than $240,001",>120k,professional,WA,married,3.2,Q1,3.466666667,2.454545455,yes,no,no,yes,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,yes,yes
Male,55,1,NA,NA,Clerical or service worker,VIC,married,3,Q1,3,2,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Male,51,2,"Less than $30,000",<30k,retired,QLD,separated or divorced,4.1,Q3,3.266666667,3.178571429,yes,no,no,yes,yes,no,yes,yes,yes,no,no,no,yes,no,no,no,no,no,yes,yes
Male,32,8,"$90,001 to $120,000",90-120k,professional,VIC,single,3.6,Q2,3.333333333,2.733333333,yes,no,no,no,yes,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,yes
Female,36,7,"$30,001 to $60,000",30-60k,NA,VIC,separated or divorced,3.433333333,Q2,3.466666667,2.655172414,yes,yes,no,no,yes,no,yes,no,yes,yes,no,no,yes,no,yes,no,no,no,yes,yes
Female,34,2,"$60,001 to $90,000",60-90k,manager or administrator,NSW,living with a partner,4.433333333,Q4,3.866666667,2.85,yes,no,no,no,yes,no,yes,yes,no,yes,no,no,no,no,no,yes,no,no,no,yes
Male,55,8,"$90,001 to $120,000",90-120k,professional,SA,separated or divorced,3,Q1,4.466666667,2.464285714,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no
Female,43,6,NA,NA,NA,VIC,separated or divorced,3.4,Q2,3.866666667,2.9,yes,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,yes
Male,47,7,"$90,001 to $120,000",90-120k,professional,NSW,married,4.633333333,Q4,4.2,3.866666667,yes,no,no,yes,yes,no,yes,yes,no,no,no,no,yes,yes,no,no,no,yes,yes,yes
Male,62,4,"$90,001 to $120,000",90-120k,NA,Tas,married,3.066666667,Q1,3.2,2.625,yes,no,no,no,no,no,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no
Female,67,3,"Less than $30,000",<30k,retired,QLD,separated or divorced,3.633333333,Q2,3.333333333,NA,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no
Male,47,3,"$90,001 to $120,000",90-120k,sales,VIC,separated or divorced,4.733333333,Q4,4.6,2.52,yes,no,no,no,yes,no,yes,no,no,yes,no,no,yes,no,no,yes,no,yes,no,yes
Male,26,8,"$180,001 to $210,000",>120k,Clerical or service worker,QLD,single,3.4,Q2,3.266666667,2.5,yes,yes,yes,yes,yes,no,yes,yes,no,yes,no,no,yes,no,no,yes,no,yes,yes,no
Male,45,7,"$180,001 to $210,000",>120k,small business owner,QLD,single,3.9,Q3,3.266666667,3.233333333,yes,yes,no,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no
Female,58,3,"$90,001 to $120,000",90-120k,professional,NSW,separated or divorced,3.633333333,Q2,3.666666667,3.25,yes,no,no,no,no,no,no,yes,no,yes,no,yes,yes,no,no,no,no,no,yes,yes
Male,74,3,"Less than $30,000",<30k,small business owner,VIC,married,3.433333333,Q2,3.733333333,3.066666667,yes,no,no,yes,yes,no,no,no,no,yes,no,yes,no,yes,no,yes,no,yes,yes,yes
Male,60,2,"$30,001 to $60,000",30-60k,retired,VIC,living with a partner,3.8,Q2,3.8,2.913043478,yes,no,no,no,yes,no,yes,yes,yes,yes,yes,no,yes,no,no,no,no,no,no,yes
Male,70,8,"$30,001 to $60,000",30-60k,professional,VIC,married,3.966666667,Q3,4.866666667,2.633333333,yes,no,yes,yes,yes,no,no,no,no,yes,no,no,yes,yes,no,no,no,no,yes,no
Male,60,2,"$120,001 to $150,000",>120k,manager or administrator,NSW,married,4.4,Q4,4,3.357142857,no,yes,no,no,no,no,yes,yes,no,no,no,no,yes,no,no,no,no,yes,yes,yes
Male,45,8,"$60,001 to $90,000",60-90k,small business owner,QLD,married,4.133333333,Q3,4.4,4.052631579,yes,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,yes,no,yes,no,yes
Male,59,1,"more than $240,001",>120k,professional,WA,living with a partner,3.9,Q3,4.4,2.291666667,yes,no,no,no,yes,no,no,yes,no,yes,no,no,yes,no,no,no,no,yes,no,no
Male,59,2,"$150,001 to $180,000",>120k,manager or administrator,NSW,married,3.466666667,Q2,4.066666667,2.7,yes,no,no,no,yes,no,yes,yes,no,no,no,yes,no,no,no,no,yes,no,no,yes
Female,43,1,"$60,001 to $90,000",60-90k,home-duties,VIC,married,3.466666667,Q2,3.333333333,3.75,yes,yes,no,no,yes,no,yes,yes,no,yes,no,no,yes,yes,yes,no,no,no,yes,yes
Female,68,2,"$30,001 to $60,000",30-60k,retired,VIC,living with a partner,5,Q4,3.6,4.766666667,yes,yes,yes,no,yes,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,yes,yes
Male,56,8,"$30,001 to $60,000",30-60k,retired,VIC,separated or divorced,3.333333333,Q1,3.333333333,3.375,yes,no,no,no,no,no,no,yes,no,no,no,yes,no,yes,no,no,no,no,no,yes
Female,38,3,"Less than $30,000",<30k,home-duties,NSW,married,3.6,Q2,3.4,2.166666667,yes,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no
